original	call_entry	net	correct_mean	correct_cnt	fake_always_1	fake_always_3	fake_always_5	fake_correct	fake_correct_1v5	1000	1001	1002	1004	1005	1006	1007	1009	1010	1011	1012	1013	1014	984	986	987	988	992	993	994	995	996	997	998
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	1001	loss25-0 + delay500-50	2.4285714285714	7	1	3	5	2.4285714285714	1	1	1.5787860370184	2.446	1	1.295	2.413	2.7	2.302	1.5	1	4.06567	1	1.493	1.1344	2.098158	2.129	3.094467		2.31313	3.11629	2.14844	1	2.79072	4.845
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	1012	loss25-0 + delay500-50	2.4285714285714	7	1	3	5	2.4285714285714	1	1	3.8508999989065	1.949	4.473191	1.307	2.986	2.3	1.844	3.08	1	3.15557	2.28905	1.316	1.125	1.601963	2.004	3.122849	4.63	1	3.13475	1.8038	2.6748	3.57929	2.495
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	987	loss17-0 + rate24kbit	1	6	1	3	5	1	1	1	1.7488089250355	1.671	1.379361	1.324	2.955	2.3	1.561	2.4	1	1.00161	1	1.153	1.2114	1.405604	1.989	1	4.04	3.02613	2.51862	1.4657	5	3.20931	
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	984	loss25-0 + rate29kbit	4.1666666666667	6	1	3	5	4.1666666666667	5	3.46188	1.7855077847877	2.726	3.13373	1.553	3.429	2.7	2.516	2.3	1	4.43357	3.10336	1.826	1.3001	2.370938	2.618	3.440735		2.58624	3.90496	2.40916	1	3.98278	1
sample15_8082d542b11fb2be2869f8f45b292373.ogg	984	loss22-0 + rate19kbit	1.7142857142857	7	1	3	5	1.7142857142857	1	1	3.6775610970804	1.866	3.580144	1.198	1.394	2.3	1.877	2	1	3.41014	1	1.221	1.7357	1.482649	1.935	1.504112	4.7	1	2.61407	1.83448	1	3.39868	1.5191
sample07_5574802a9f1816ded504abaccbd6ea79.ogg	1011	loss17-0 + rate24kbit	1.8571428571429	7	1	3	5	1.8571428571429	1	1	1.6871708399574	1.642	3.283945	1.207	3.779	2.3	1.618	2.6	1	0.574024	2.01916	1.208	1.2262	1.455363	1.86	3.016388		2.92286	2.57947	1.73415	5	2.51799	4.9754
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1010	loss40-0 + rate16kbit	1.1	10	1	3	5	1.1	1	1	1.737281360438	1	1	1.102	1	1.7	1.044	1.95	1	3.37283	1	1.069	1.1594	1.170541	1.629	1	3.21	1.6174	2.24443	1.53181	1	2.02943	4.7507
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	988	loss17-0 + rate24kbit	2	6	1	3	5	2	1	1	3.5559911689054	1.681	1.787674	1.201	4.278	2.3	1.753	2	1	2.85563	1	1.187	1.0951	1.349782	1.782	1	2.9	3.94051	2.73507	3.0722	5	1.84856	2.8594
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	1001	loss17-0 + rate24kbit	2.8571428571429	7	1	3	5	2.8571428571429	1	1	3.1231462349197	1.956	1	1.286	2.051	2.3	2.002	3.24	1	3.99997	1	1.28	1.1204	1.58387	1.928	1	3.96	2.16061	2.52107	1.92118	1	3.08267	1
sample05_ff63f34c691af48ef285649054ab4906.ogg	992	loss30-0 + delay400-50	3.1666666666667	6	1	3	5	3.1666666666667	5	1.21273	1.4291609760194	1.72	4.441722	1.212	3.952	2.3	1.733	2.82	3.625	3.40473	3.49604	1.302	1.1394	1.538611	2.354	2.701012	4.16	3.42626	3.78399	1.93859	5	3.64698	2.3603
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	1000	loss22-0 + rate19kbit	2.1428571428571	7	1	3	5	2.1428571428571	1	1	1.0782670260223	1.722	1.197156	1.192	3.508	2.3	1.716	2	1	2.37391	1	1.216	1.072	1.391937	1.817	1		3.45459	2.95598	1.64246	1	1.78174	2.1422
sample05_ff63f34c691af48ef285649054ab4906.ogg	993	loss17-0 + rate28kbit	3.5	6	1	3	5	3.5	5	1	1.3076575481204	2.052	3.543187	1.241	2.874	2.7	1.944	2.12	1	4.23056	3.95912	1.407	1.1444	1.848559	2.25	1	3.67	4.14199	3.80422	2.03713	4.8953	3.58912	2.1287
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	998	loss30-0 + rate17kbit	1	6	1	3	5	1	1	1	1.1899225741248	1.191	1	1.145	1	1.7	0.675	2.4	1	0.118738	1	1.09	1.1146	1.09953	1.64	1	2.18	1.51964	2.63654	1.20812	1	1	4.7261
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	1002	loss17-0 + rate24kbit	2.2857142857143	7	1	3	5	2.2857142857143	1	1	1.3458077144772	1.461	4.123229	1.29	2.565	2.3	1.594	2.6	1	2.41152	1.64828	1.249	1.1259	1.374829	1.812	2.137421	3.45	4.11328	2.8019	1.5176	5	2.99008	5
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1013	loss25-0 + delay500-50	3.1666666666667	6	1	3	5	3.1666666666667	5	2.80045	1.9483573531945	1.855	3.043627	1.213	2.778	2.3	1.798	2	1	3.84558	3.23244	1.298	1.0842	1.644926	1.965	2.914673	4.1	3.52726	3.36182	1.87119	5	3.14602	5
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	1001	loss25-0 + rate29kbit	4	6	1	3	5	4	5	1.76593	3.1153073526658	2.488	1	1.341	2.915	2.7	2.175	2	1	4.39544	1.42531	1.571	1.1901	2.011905	2.231	2.304825	3.86	2.31517	3.1812	1.91541	1	2.85824	5
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	1011	loss30-0 + delay400-50	2.8333333333333	6	1	3	5	2.8333333333333	1	1.11709	1.5787780469126	2.243	2.441218	1.295	2.425	2.7	2.098	2	1	3.62581	1.1054	1.439	1.0954	1.879421	2.075	3.24733		1.0902	2.38584	2.62704	2.3818	3.49084	
sample05_e181863bce6738bace6841b174713716.ogg	992	loss25-0 + rate29kbit	2.7142857142857	7	1	3	5	2.7142857142857	1	1	1.318677827475	2.255	1.743574	1.264	3.263	2.7	2.137	2.235	1	4.31417	4.78382	1.603	1.1975	1.929659	2.122	1	2.95	4.00706	4.30158	2.00271	5	3.64276	1
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	1009	loss25-0 + rate29kbit	3.8333333333333	6	1	3	5	3.8333333333333	5	3.2509	3.8279237916548	1.942	1	1.478	3.712	2.3	1.961	3	1	2.87896	3.69038	1.271	1.1845	1.563476	2.094	1.780739	4.03	3.46563	3.24838	2.17756	3.2951	2.44438	5
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	1000	loss13-0 + rate44kbit	5.1428571428571	7	1	3	5	5.1428571428571	5	3.46611	3.6738239318463	2.955	1.284032	1.578	4.803	3.3	2.77	4.8	1	4.5713	4.90412	1.928	1.7017	2.622633	3.042	3.419449	4.49	4.93396	4.91372	2.15075	2.4422	4.57427	5
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	1010	loss25-0 + delay500-50	2.8	5	1	3	5	2.8	1	1	1.8372120822862	1.258	3.121912	1.149	3.094	1.7	1.363	1.7	1	0.155876	1	1.078	1.0461	1.192542	1.706	1	2.21	3.87315	2.38568	1.4824	5	1.58868	5
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	1001	loss10-0 + rate64kbit	4.2222222222222	18	1	3	5	4.2222222222222	5	4.33459	4.909089898552	2.789	1	1.664	4.37	3.3	2.643	4.04	1	4.67335	4.56723	1.897	1.4363	2.422957	2.677	3.696594	4.6	3.79691	4.39922	2.70638	1	4.37726	4.1132
sample05_44823b5704b026f2930ad862576bef3c.ogg	1011	loss22-0 + rate19kbit	1.3333333333333	6	1	3	5	1.3333333333333	1	1	3.5575875225501	2.226	3.541209	1.362	1.559	2.3	1.23	2	1	0.189113	1	1.347	1.3856	1.443476	2.01	1	2.4	1	2.89629	1.46566	2.9136	1.24583	5
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	993	loss17-0 + rate24kbit	3.1428571428571	7	1	3	5	3.1428571428571	5	1	1.4417867983395	1.948	4.058141	1.241	2.94	2.3	1.615	2.4	4	3.94358	2.11761	1.333	1.1597	1.674374	1.91	2.546417	4.78	3.44375	3.01783	1.83923	5	3.53279	
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	998	loss25-0 + delay500-50	2.4285714285714	7	1	3	5	2.4285714285714	1	1	3.1693555433445	1.405	1	1.251	3.489	2.3	1.926	1.95	1	0.365931	2.95662	1.186	1.1049	1.38862	1.882	1	2.53	3.49676	3.048	2.06151	3.2832	1.38518	4.7218
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	1011	loss25-0 + rate29kbit	3.2857142857143	7	1	3	5	3.2857142857143	5	1	1.4166784556709	2.15	4.091586	1.268	3.422	2.3	2.07	3.08	1	4.51051	1.99609	1.297	1.119	1.66038	2.132	3.203476	3.81	4.27932	3.60011	1.7396	5	3.67612	2.7973
sample05_44823b5704b026f2930ad862576bef3c.ogg	1010	loss20-0 + rate32kbit	1.5	8	1	3	5	1.5	1	3.65122	3.7507525212742	1.744	3.84593	1.273	3.816	2.3	1.694	2.82	4	3.90171	2.99757	1.259	1.2088	1.406122	1.833	3.296249	4.09	1.69607	3.28747	1.95855	2.9238	2.87183	5
sample15_c38cd5c611532af5e79ed0958c415880.ogg	996	loss90-0 + delay700-10	0.71428571428571	7	1	3	5	0.71428571428571	1	1	3.8023312591807	1.518	4.429622	1.172	1.555	2.3	1.683	2.4	1	0.763921	1	1.248	1.1155	1.427804	1.8	1	2.63	1	3.1234	1.98544	2.8233	1.43462	2.3128
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	1010	loss13-0 + rate44kbit	4	7	1	3	5	4	5	3.3969	3.1759097107017	2.688	2.08726	1.537	3.99	2.7	2.419	3.56	1	4.71664	3.2896	1.715	1.5026	2.237657	2.534	2.858658	4.38	3.12251	3.99021	2.30569	1	3.94013	3.8655
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1010	loss13-0 + rate48kbit	4.8571428571429	7	1	3	5	4.8571428571429	5	4.03642	4.9366079999879	2.411	3.600797	1.516	4.924	2.7	2.406	3.08	1	4.34972	3.48145	1.657	1.2882	2.075635	2.15	3.541824	4.26	4.48028	4.3736	2.22049	3.1888	3.93883	5
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1002	loss20-0 + rate32kbit	3.25	16	1	3	5	3.25	5	1	1.8849964231651	2.289	4.246585	1.361	4.225	2.7	2.133	2.3	1	4.2383	3.82097	1.408	1.1206	1.823852	2.129	2.445999	4	3.56723	3.69638	2.30685	5	3.48945	5
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1000	default	5.7073170731707	41	1	3	5	5.7073170731707	5	2.38927	1.4279728633276	4.5	4.032645	4.015	4.638	4.3	4.028	5	4.5	4.89316	5	4.006	3.4887	4.494221	5	4.246704	4.46	5	5	3.99083	4.7134	4.74386	5
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	1014	loss30-0 + rate17kbit	2	7	1	3	5	2	1	1		1	1	1.157	3.108	1.7	1.416	2.6	1	3.18571	1.22731	1.109	1.0718	1.225168	1.686	1	3.07	2.59643	2.45636	1.57168	1	1.5112	
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1012	loss25-0 + rate25kbit	3.3333333333333	9	1	3	5	3.3333333333333	5	1	1.8313231342386	2.362	3.30304	1.375	4.073	2.7	2.114	2.4	1	4.62535	3.72836	1.494	1.1413	1.755137	2.068	2.448563	4.14	3.41023	3.76393	2.24114	4.916	3.61034	5
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	987	loss20-0 + rate32kbit	4	6	1	3	5	4	5	1	1.9870540608031	2.301	4.160724	1.441	3.784	2.7	2.269	3.24	1	4.39254	4.68671	1.519	1.2422	1.978478	2.195	2.737991		3.74832	3.92878	2.37564	5	3.67646	1.8099
sample05_ff63f34c691af48ef285649054ab4906.ogg	1011	loss25-0 + delay500-50	2.7142857142857	7	1	3	5	2.7142857142857	1	1	1.5460965459769	1.758	4.000235	1.208	3.537	2.3	1.556	2	1	3.4751	2.17535	1.184	1.0992	1.386987	1.807	2.904724	3.76	2.65186	3.43304	1.67541	4.8426	1.90416	5
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	993	loss25-0 + delay500-50	3.4285714285714	7	1	3	5	3.4285714285714	5	1	3.4646164139984	2.317	1.001285	1.281	2.861	2.7	2.116	2.6	1	4.76671	1.79591	1.419	1.1223	1.73523	2.01	3.20256	4.55	1	2.54792	2.14725	1	3.71755	4.117
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	998	loss13-0 + rate44kbit	5	6	1	3	5	5	5	4.32836	4.4341293586365	2.783	3.098448	1.618	3.801	2.7	2.551	4.2	4	4.92063	4.12868	1.854	1.7817	2.105711	2.529	3.285568	4.84	1.68952	4.3621	3.17058	1	4.47211	4.3039
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1001	loss13-0 + rate48kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	2.99841	4.3494197015053	2.707	3.206706	1.646	3.467	3.3	2.481	2.82	1	4.67871	2.80098	1.916	1.4771	2.105086	2.749	3.815002	3.19	1.09592	3.76682	2.88627	1	2.90409	5
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1010	loss17-0 + rate24kbit	2.7142857142857	7	1	3	5	2.7142857142857	1	1	3.0499001727724	1.884	1	1.249	4.341	2.3	1.938	3.24	1	3.06448	1	1.299	1.098	1.548283	1.941	1	3.75	4.92289	5	2.41445	4.8803	3.15587	5
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	988	loss25-0 + delay500-50	2	7	1	3	5	2	1	1	3.4670248180107	1.555	1	1.183	3.992	2.3	1.587	2	1	2.61439	1	1.16	1.0257	1.185573	1.952	1	2.76	3.83919	3.99195	1.35253	3.1092	1.40256	3.1504
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	1011	loss25-0 + rate29kbit	3.7142857142857	7	1	3	5	3.7142857142857	5	1	1.8322276773934	2.391	3.962446	1.288	3.782	2.7	2.013	2.6	1	3.78255	1.54458	1.48	1.1703	2.000141	1.995	1		3.75054	2.51083	1.88098	1	3.27727	1
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	996	loss22-0 + rate23kbit	2.8571428571429	7	1	3	5	2.8571428571429	1	1	3.743847029247	2.116	1.602949	1.272	2.08	2.7	2.098	2.82	1	4.54671	1	1.471	1.1271	1.860958	2.178	1.803917	4.3	1.96671	2.75288	1.85997	1	3.17238	2.3476
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	1012	loss25-0 + rate29kbit	3	6	1	3	5	3	5	1	4.5701310521519	2.203	4.932284	1.381	2.728	2.7	2.149	2.6	1	4.50258	2.38563	1.424	1.1153	1.657213	2.081	1	4.37	1.25283	3.63766	1.94377	1	3.87093	2.3989
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	992	default	5.5714285714286	7	1	3	5	5.5714285714286	5	1	1.8138920117621	3.133	3.737285	1.651	1	3.3	2.555	1.2	1	3.86257	1	2.322	1.2918	3.005166	3.174	4.252579	3.94	3.95156	3.69377	2.38245	1	2.52321	5
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	996	default	5.8571428571429	7	1	3	5	5.8571428571429	5	1.18733	1.8241272176507	4.639	3.99569	4.407	5	4.3	4.165	5	1	5	5	4.265	3.9707	4.800778	5	3.095093		4.67758	5	4.39823	4.8857	4.71145	1.9573
sample15_8082d542b11fb2be2869f8f45b292373.ogg	996	loss17-0 + rate28kbit	4.1666666666667	6	1	3	5	4.1666666666667	5	1	4.6437295802618	2.157	4.623177	1.324	1.376	2.7	2.269	4.04	1	4.77612	1	1.451	1.2194	1.870987	2.243	2.898727	4.95	1	2.67512	2.70375	1	4.27885	1.3759
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	1002	loss25-0 + rate25kbit	2.1538461538462	13	1	3	5	2.1538461538462	1	1	1.4482577253922	2.329	1.490867	1.351	1.556	2.7	1.754	2	1	3.86064	1	1.441	1.2182	1.943264	1.975	1.926071		1.24641	3.01581	2.46593	1	3.73869	
sample05_ff63f34c691af48ef285649054ab4906.ogg	992	loss25-0 + delay500-50	2	6	1	3	5	2	1	1.15636	1.1955207674381	1.435	2.980084	1.161	2.84	1.7	1.404	1.5	1	2.89325	2.45363	1.14	1.0605	1.310097	1.73	1	3.2	3.44188	3.20971	1.77177	4.3844	2.45016	
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1002	loss10-0 + rate64kbit	4.3571428571429	14	1	3	5	4.3571428571429	5	4.35224	4.9203312579069	3.089	4.847445	1.949	4.397	3.3	2.794	3.88	1	4.82258	4.15377	2.243	2.3637	2.407831	3.218	3.710052	4.84	2.09334	4.35781	2.74548	1	4.34168	5
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	992	loss22-0 + rate19kbit	2.8333333333333	6	1	3	5	2.8333333333333	1	1	3.6900276154317	2.083	1	1.378	1.715	2.7	2.111	2.6	1	3.69805	1	1.369	1.0967	1.712609	2.034	1	3.66	1.83681	2.76815	1.9172	1	2.44075	3.6434
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	1000	loss22-0 + rate23kbit	1.6666666666667	6	1	3	5	1.6666666666667	1	1	1.0708978130973	1.908	3.395903	1.165	1.627	2.3	1.865	2.82	3.75	3.31012	1	1.363	1.0753	1.5968	1.969	1		1.65887	2.71318	1.83816	1	3.29152	
sample15_c38cd5c611532af5e79ed0958c415880.ogg	998	loss10-0 + rate64kbit	4.8333333333333	6	1	3	5	4.8333333333333	5	4.44585	4.8506315710474	2.874	4.826033	1.472	4.644	3.3	2.689	3.52	1	4.78357	4.73074	2.047	1.3215	2.302215	2.777	3.681747	4.82	3.19081	4.48544	2.96107	2.645	4.29808	5
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	992	loss10-0 + rate64kbit	3.8888888888889	9	1	3	5	3.8888888888889	5	1	1.9844775090472	2.744	4.536013	1.774	4.819	2.7	2.553	2.3	1	4.33687	4.26404	1.849	1.5175	2.37413	2.698	1		4.6883	4.42613	2.59595	5	3.8763	4.9596
sample15_c38cd5c611532af5e79ed0958c415880.ogg	998	loss25-0 + rate29kbit	3.8333333333333	6	1	3	5	3.8333333333333	5	1	4.4469647915828	2.418	4.616955	1.362	2.264	2.7	2.225	3.56	1	4.72605	1.96754	1.599	1.1833	1.962053	2.476	1		1.61201	3.30635	2.07202	2.8164	3.78253	2.7321
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	993	loss13-0 + rate48kbit	4.5	6	1	3	5	4.5	5	1	4.2821432195887	2.827	4.857568	1.725	4.203	3.3	2.557	4.6	5	4.80613	3.95396	2.007	1.6755	2.184961	2.686	3.412552	4.51	2.53302	4.24712	2.46686	1	4.42493	2.1822
sample15_c38cd5c611532af5e79ed0958c415880.ogg	987	loss22-0 + rate19kbit	2.6666666666667	6	1	3	5	2.6666666666667	1	1	4.8869332195134	1.746	1.951549	1.205	1.886	2.3	1.869	2.82	1	3.68363	1	1.25	1.0982	1.430018	1.872	1	4.19	1.82842	2.48775	1.92916	2.7899	2.9564	1
sample05_14ae7b1886265e54e7f2c83d67eb802e.ogg	1002	loss10-0 + rate64kbit	4.45	20	1	3	5	4.45	5	4.22655	1.1479904364438	2.789	3.951264	1.849	4.816	3.3	2.666	3.88	1	4.71526	4.33998	1.9	1.7042	2.55017	2.642	1.5793	4.18	4.5607	5	2.74609	5	4.06526	5
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	984	loss25-0 + rate25kbit	1.5714285714286	7	1	3	5	1.5714285714286	1	1	3.5025121063357	1.779	1	1.247	2.109	2.3	1.962	3.08	1	3.47011	1	1.258	1.1088	1.510232	1.891	1	3.44	2.08514	2.63823	1.7638	1	2.32579	3.6088
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1009	loss13-0 + rate48kbit	4	6	1	3	5	4	5	4.08425	4.0111016954743	3.041	2.529594	1.774	5	3.3	2.876	5	1	4.47098	3.95171	2.02	1.3188	2.835832	2.981	3.657776	4.5	4.31552	5	2.6156	3.111	4.81633	3.216
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	988	loss30-0 + rate14kbit	1.3333333333333	6	1	3	5	1.3333333333333	1	1	3.9640236789871	1.602	2.428551	1.172	1	2.3	1.695	1.182	1	2.78464	1	1.168	1.0504	1.430133	1.795	1	2.9	1.64216	2.3669	1.51153	1	1.70099	1.0775
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	1000	loss25-0 + delay500-50	3.4285714285714	7	1	3	5	3.4285714285714	5	3.06025	3.8434643394236	2.013	1	1.507	4.676	2.7	2.184	2.6	1	4.273	4.25135	1.407	1.1757	1.669055	2.12	2.60627	4.26	4.06828	3.95876	2.2245	3.2258	3.47821	1.0523
sample06_43af06b41db225c41a659da60408148a.ogg	1011	loss17-0 + rate24kbit	2.5714285714286	7	1	3	5	2.5714285714286	1	1	3.7153320737136	1.463	1	1.179	2.209	2.3	1.525	2	4.541667	0.565666	1	1.172	1.0472	1.342114	1.773	1	2.78	2.81188	2.95762	1.35223	1	1.38837	2.7231
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	1012	loss25-0 + delay500-50	2.5714285714286	7	1	3	5	2.5714285714286	1	2.3772	3.599159418587	1.034	1.639116	1.486	3.481	2.3	1.797	2.6	1	0.777527	2.86818	1.159	1.0976	1.40334	1.771	1	3.2	3.29804	2.8756	2.01305	3.1383	1.65563	5
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	1013	loss25-0 + rate25kbit	2.1428571428571	7	1	3	5	2.1428571428571	1	1	3.2156578089748	1.823	4.692544	1.242	1.137	2.3	1.797	2.82	3	3.55151	1.1453	1.275	1.1071	1.505551	1.935	3.044571	4.68	1	3.10256	1.87854	1	3.67698	4.0015
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	1010	loss25-0 + rate29kbit	2.8571428571429	7	1	3	5	2.8571428571429	1	1	3.2280141217786	2.162	1	1.323	3.474	2.7	1.993	2.3	1	4.35696	2.95116	1.393	1.2696	1.774233	1.992	3.160919	4.37	2.53332	2.71249	1.9625	2.7744	3.4653	2.0252
sample06_afb5f1ecdd37621d1be77b20691fefd8.ogg	998	loss22-0 + rate19kbit	1.7142857142857	7	1	3	5	1.7142857142857	1	1	3.6723555230996	1	1	1.125	1	1.7	0.881	2	1	0.850435	1	1.124	1.0387	1.095492	1.61	1	2.99	1	2.45593	1.3225	1	1.54578	2.7604
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	996	loss22-0 + rate19kbit	0.66666666666667	6	1	3	5	0.66666666666667	1	1	1.8394747846958	1.031	1	1.104	1	1.7	1.014	2.4	1	0.53891	1	1.077	1.0303	1.1752	1.633	1	3.12	1.18282	1.27313	1.22775	1	1.31047	
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	1014	loss25-0 + rate29kbit	2.7142857142857	7	1	3	5	2.7142857142857	1	1		2.175	1	1.271	1.856	2.7	2.122	2	1	4.24092	1	1.39	1.24	1.824428	2.11	2.570892		2.00049	2.96795	1.90667	1	2.31138	5
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	988	loss13-0 + rate48kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	1	1.4163257845262	2.49	3.338455	1.378	2.587	2.7	2.32	3.47	1	4.25785	2.5535	1.463	1.4031	1.881109	2.148	1.938446	4.45	3.2182	3.85352	2.20628	1	4.197	
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	1012	loss13-0 + rate48kbit	3	7	1	3	5	3	5	1	1.6557333632706	1.689	2.77406	1.355	2.55	2.3	2.001	3.47	1	5	2.49585	1.338	1.1426	1.622719	1.89	1		3.71801	3.8347	1.63829	2.5417	3.78114	
sample15_c38cd5c611532af5e79ed0958c415880.ogg	1011	loss30-0 + rate17kbit	1.5	6	1	3	5	1.5	1	1	3.3857553504167	1.729	4.20023	1.201	1.747	2.3	1.887	2.4	1	2.78592	1	1.257	1.2624	1.442036	1.912	1	3.73	1.65776	2.57802	1.98384	4.4544	2.52315	3.3039
sample05_ff63f34c691af48ef285649054ab4906.ogg	998	loss17-0 + rate28kbit	3.5714285714286	7	1	3	5	3.5714285714286	5	1	1.4373491617942	1.994	1	1.239	3.065	2.3	1.896	4.2	1	5	2.69289	1.321	1.0929	1.677226	1.99	3.348297	4.76	4.03892	3.19376	1.94592	2.4699	4.67474	1
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	992	loss30-0 + rate14kbit	2.1666666666667	6	1	3	5	2.1666666666667	1	1	3.7643961916754	1.833	4.180276	1.255	3.14	2.3	2.022	1.7	1	3.22339	1	1.298	1.1024	1.633178	1.901	1	3.03	3.49331	2.6793	2.3306	5	2.17344	1
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1014	loss40-0 + rate16kbit	1.8333333333333	6	1	3	5	1.8333333333333	1	1		1.64	1	1.227	4.45	2.3	1.859	2.3	1	2.75834	1	1.229	1.0871	1.42671	1.856	1		4.91622	5	1.99754	5	2.31707	3.9766
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1001	loss25-0 + rate25kbit	2.1818181818182	22	1	3	5	2.1818181818182	1	1.95422	1.4358855482256	1.857	4.158856	1.24	3.558	2.3	1.885	2.4	1	3.67964	1	1.254	1.0881	1.633073	1.913	3.015686	1.99	3.51862	3.52614	2.0039	5	1.44848	
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1002	loss25-0 + delay500-50	3.8571428571429	7	1	3	5	3.8571428571429	5	1	3.6778558923583	2.614	2.879693	1.435	4.653	2.7	2.411	3	1	3.78408	1	1.717	1.1698	2.206236	2.52	1	4.11	4.93215	5	3.01658	5	3.69902	4.8414
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	1011	loss13-0 + rate48kbit	4.2857142857143	7	1	3	5	4.2857142857143	5	1.57148	4.9617875734719	2.469	4.239716	1.585	4.858	2.7	2.478	3.08	1	4.41132	3.28815	1.642	1.4309	2.131444	2.359	3.393784	4.33	4.75865	3.91174	2.78133	4.9504	4.00645	3.6543
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	1014	loss30-0 + delay400-50	3.1428571428571	7	1	3	5	3.1428571428571	5	1		2.321	5	1.393	4.077	2.7	2.187	2.3	4.75	4.29107	3.95592	1.52	1.1877	1.899814	2.18	1		3.86214	4.48729	2.45127	5	2.61897	5
sample05_e181863bce6738bace6841b174713716.ogg	1010	loss30-0 + rate17kbit	0.14285714285714	7	1	3	5	0.14285714285714	1	1	1.1534668289248	1.671	2.616324	1.137	3.581	2.3	1.728	3	1	0	2.90755	1.219	1.0393	1.407689	1.783	1		3.08681	2.89913	1.24263	5	1	
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	998	loss25-0 + rate29kbit	3.4285714285714	7	1	3	5	3.4285714285714	5	4.12574	3.7441126759285	1.869	3.187236	1.355	3.891	2.7	2.057	3	1	4.45905	3.97009	1.388	1.2392	1.649239	1.973	3.197693	4.23	4.69427	4.92237	2.0395	3.1137	4.35312	5
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	987	loss13-0 + rate48kbit	3.2857142857143	7	1	3	5	3.2857142857143	5		3.2899035067383	2.362	2.469278	1.41	1	2.7	2.208	1.5	1	4.39843	1	1.505	1.2261	1.98038	2.165	1	4.34	2.19768	2.62334	2.73118	1	3.16248	
